time,cpu,mem
2026-01-10 05:30:00,14883.0,190810
2026-01-10 05:35:00,8621.0,193768
2026-01-10 05:40:00,9019.0,194607
2026-01-10 05:45:00,12137.0,195636
2026-01-10 05:50:00,11214.0,197846
2026-01-10 05:55:00,11468.0,201138
2026-01-10 06:00:00,9639.0,232684
2026-01-10 06:05:00,8378.0,211614
2026-01-10 06:10:00,8503.0,214716
2026-01-10 06:15:00,10945.0,235189
2026-01-10 06:20:00,11275.0,227777
2026-01-10 06:25:00,11107.0,196935
2026-01-10 06:30:00,12169.0,231594
2026-01-10 06:35:00,14081.0,236408
2026-01-10 06:40:00,12745.0,247318
2026-01-10 06:45:00,7812.0,253932
2026-01-10 06:50:00,1798.0,263338
2026-01-10 06:55:00,1733.0,298970
2026-01-10 07:00:00,1746.0,250693
2026-01-10 07:05:00,1805.0,264301
2026-01-10 07:10:00,1731.0,290536
2026-01-10 07:15:00,1825.0,292701
2026-01-10 07:20:00,1791.0,292089
2026-01-10 07:25:00,1820.0,291973
2026-01-10 07:30:00,1959.0,291260
2026-01-10 07:35:00,1792.0,289829
2026-01-10 07:40:00,1753.0,285799
2026-01-10 07:45:00,1946.0,282769
2026-01-10 07:50:00,1857.0,274810
2026-01-10 07:55:00,1852.0,278237
2026-01-10 08:00:00,1857.0,306066
2026-01-10 08:05:00,1730.0,309396
2026-01-10 08:10:00,1820.0,310082
2026-01-10 08:15:00,1819.0,315347
2026-01-10 08:20:00,1794.0,312224
2026-01-10 08:25:00,1994.0,307820
2026-01-10 08:30:00,1770.0,312581
2026-01-10 08:35:00,1766.0,311178
2026-01-10 08:40:00,1761.0,315327
2026-01-10 08:45:00,1822.0,323360
2026-01-10 08:50:00,1756.0,322304
2026-01-10 08:55:00,1761.0,321599
2026-01-10 09:00:00,1843.0,351825
2026-01-10 09:05:00,1816.0,333762
2026-01-10 09:10:00,1761.0,326313
2026-01-10 09:15:00,1777.0,347492
2026-01-10 09:20:00,1833.0,333674
2026-01-10 09:25:00,1783.0,332283
2026-01-10 09:30:00,11889.0,342184
2026-01-10 09:35:00,1846.0,325314
2026-01-10 09:40:00,1838.0,332917
2026-01-10 09:45:00,1871.0,340254
2026-01-10 09:50:00,1832.0,324919
2026-01-10 09:55:00,1906.0,326598
2026-01-10 10:00:00,1850.0,335132
2026-01-10 10:05:00,1810.0,328328
2026-01-10 10:10:00,1767.0,331687
2026-01-10 10:15:00,1868.0,333517
2026-01-10 10:20:00,1782.0,327322
2026-01-10 10:25:00,1797.0,333170
2026-01-10 10:30:00,1847.0,332109
2026-01-10 10:35:00,1840.0,324335
2026-01-10 10:40:00,1801.0,325806
2026-01-10 10:45:00,1858.0,336462
2026-01-10 10:50:00,1841.0,329671
2026-01-10 10:55:00,1762.0,330571
2026-01-10 11:00:00,1879.0,332721
2026-01-10 11:05:00,1806.0,325540
2026-01-10 11:10:00,1926.0,328677
2026-01-10 11:15:00,1847.0,330282
2026-01-10 11:20:00,1831.0,329331
2026-01-10 11:25:00,1883.0,329934
2026-01-10 11:30:00,1811.0,332887
2026-01-10 11:35:00,1821.0,318464
2026-01-10 11:40:00,1836.0,327099
2026-01-10 11:45:00,1873.0,329704
2026-01-10 11:50:00,1881.0,320769
2026-01-10 11:55:00,1912.0,329744
2026-01-10 12:00:00,1843.0,334059
2026-01-10 12:05:00,1934.0,325339
2026-01-10 12:10:00,1876.0,330919
2026-01-10 12:15:00,1813.0,335443
2026-01-10 12:20:00,1820.0,330741
2026-01-10 12:25:00,1898.0,327402
2026-01-10 12:30:00,1841.0,332509
2026-01-10 12:35:00,1818.0,326605
2026-01-10 12:40:00,1838.0,331003
2026-01-10 12:45:00,1907.0,328833
2026-01-10 12:50:00,1863.0,322081
2026-01-10 12:55:00,1846.0,326087
2026-01-10 13:00:00,1882.0,331414
2026-01-10 13:05:00,1810.0,329688
2026-01-10 13:10:00,1788.0,329538
2026-01-10 13:15:00,1822.0,329108
2026-01-10 13:20:00,1736.0,326761
2026-01-10 13:25:00,1815.0,326520
2026-01-10 13:30:00,1796.0,328421
2026-01-10 13:35:00,1768.0,322476
2026-01-10 13:40:00,1786.0,324556
2026-01-10 13:45:00,1808.0,326440
2026-01-10 13:50:00,1847.0,324139
2026-01-10 13:55:00,1812.0,322362
2026-01-10 14:00:00,1784.0,328041
2026-01-10 14:05:00,1792.0,324375
2026-01-10 14:10:00,1751.0,323398
2026-01-10 14:15:00,1811.0,328399
2026-01-10 14:20:00,1808.0,315512
2026-01-10 14:25:00,1808.0,324602
2026-01-10 14:30:00,1769.0,326110
2026-01-10 14:35:00,1789.0,325692
2026-01-10 14:40:00,1807.0,324006
2026-01-10 14:45:00,1796.0,325680
2026-01-10 14:50:00,6848.0,324742
2026-01-10 14:55:00,1898.0,325674
2026-01-10 15:00:00,1795.0,327879
2026-01-10 15:05:00,1861.0,304115
2026-01-10 15:10:00,1761.0,331855
2026-01-10 15:15:00,1811.0,339375
2026-01-10 15:20:00,11876.0,326391
2026-01-10 15:25:00,1782.0,328020
2026-01-10 15:30:00,1818.0,330544
2026-01-10 15:35:00,1792.0,320950
2026-01-10 15:40:00,11265.0,324555
2026-01-10 15:45:00,1858.0,348261
2026-01-10 15:50:00,1788.0,329892
2026-01-10 15:55:00,1782.0,328388
2026-01-10 16:00:00,1908.0,324340
2026-01-10 16:05:00,1865.0,321826
2026-01-10 16:10:00,15217.0,324251
2026-01-10 16:15:00,3170.0,324097
2026-01-10 16:20:00,12626.0,321946
2026-01-10 16:25:00,1794.0,289421
2026-01-10 16:30:00,1879.0,305430
2026-01-10 16:35:00,9106.0,308618
2026-01-10 16:40:00,1753.0,310921
2026-01-10 16:45:00,1749.0,311409
2026-01-10 16:50:00,1746.0,300444
2026-01-10 16:55:00,1796.0,329564
2026-01-10 17:00:00,1751.0,339884
2026-01-10 17:05:00,1709.0,329274
2026-01-10 17:10:00,1879.0,318850
2026-01-10 17:15:00,26538.0,329350
2026-01-10 17:20:00,1826.0,321903
2026-01-10 17:25:00,1734.0,312338
2026-01-10 17:30:00,1805.0,369082
2026-01-10 17:35:00,1792.0,305360
2026-01-10 17:40:00,1771.0,311286
2026-01-10 17:45:00,1847.0,313426
2026-01-10 17:50:00,1679.0,310251
2026-01-10 17:55:00,1727.0,314232
2026-01-10 18:00:00,1681.0,321740
2026-01-10 18:05:00,1698.0,312546
2026-01-10 18:10:00,1738.0,307973
2026-01-10 18:15:00,1747.0,315975
2026-01-10 18:20:00,7289.0,309995
2026-01-10 18:25:00,1584.0,315016
2026-01-10 18:30:00,1696.0,315956
2026-01-10 18:35:00,5729.0,302252
2026-01-10 18:40:00,1674.0,331682
2026-01-10 18:45:00,1643.0,335325
2026-01-10 18:50:00,13965.0,322035
2026-01-10 18:55:00,1747.0,304364
2026-01-10 19:00:00,1735.0,308470
2026-01-10 19:05:00,1578.0,279752
2026-01-10 19:10:00,6055.0,321232
2026-01-10 19:15:00,9405.0,327616
2026-01-10 19:20:00,1599.0,304837
2026-01-10 19:25:00,1603.0,331955
2026-01-10 19:30:00,1630.0,304814
2026-01-10 19:35:00,7857.0,318026
2026-01-10 19:40:00,1785.0,320722
2026-01-10 19:45:00,10166.0,324231
2026-01-10 19:50:00,7606.0,321468
2026-01-10 19:55:00,1780.0,305311
2026-01-10 20:00:00,1631.0,268382
2026-01-10 20:05:00,1625.0,341063
2026-01-10 20:10:00,3135.0,324919
2026-01-10 20:15:00,1663.0,324891
2026-01-10 20:20:00,1614.0,321848
2026-01-10 20:25:00,1638.0,318524
2026-01-10 20:30:00,1607.0,322543
2026-01-10 20:35:00,1572.0,319293
2026-01-10 20:40:00,1574.0,319426
2026-01-10 20:45:00,1662.0,314815
2026-01-10 20:50:00,1654.0,306362
2026-01-10 20:55:00,1666.0,292487
2026-01-10 21:00:00,1655.0,297173
2026-01-10 21:05:00,1619.0,294340
2026-01-10 21:10:00,2443.0,287639
2026-01-10 21:15:00,1703.0,290280
2026-01-10 21:20:00,2019.0,283137
2026-01-10 21:25:00,2122.0,284652
2026-01-10 21:30:00,2046.0,308297
2026-01-10 21:35:00,2100.0,299205
2026-01-10 21:40:00,2026.0,307147
2026-01-10 21:45:00,2046.0,306089
2026-01-10 21:50:00,7668.0,299039
2026-01-10 21:55:00,4304.0,301906
2026-01-10 22:00:00,1641.0,303154
2026-01-10 22:05:00,1547.0,278936
2026-01-10 22:10:00,1557.0,306748
2026-01-10 22:15:00,7453.0,299103
2026-01-10 22:20:00,2048.0,295871
2026-01-10 22:25:00,2086.0,297122
2026-01-10 22:30:00,8780.0,274555
2026-01-10 22:35:00,1666.0,270726
2026-01-10 22:40:00,21108.0,273644
2026-01-10 22:45:00,3612.0,313216
2026-01-10 22:50:00,2062.0,280975
2026-01-10 22:55:00,1879.0,259767
2026-01-10 23:00:00,10877.0,313483
2026-01-10 23:05:00,1664.0,279247
2026-01-10 23:10:00,15738.0,280404
2026-01-10 23:15:00,4891.0,235901
2026-01-10 23:20:00,10565.0,258520
2026-01-10 23:25:00,1444.0,236849
2026-01-10 23:30:00,1448.0,267451
2026-01-10 23:35:00,1372.0,275245
2026-01-10 23:40:00,1453.0,253183
2026-01-10 23:45:00,1493.0,253430
2026-01-10 23:50:00,16066.0,255316
2026-01-10 23:55:00,11795.0,255532
2026-01-11 00:00:00,2039.0,282211
